 cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc , bugs , ,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
23,1,14,9,66,0,6,0,182.0,12.0,9,6,4,0.0,8,120.0,37.0,0, ,-0.2696200432196005,-0.13797312901531164,-0.07616377405704886,0.6009672295186138,-1.616518346459813,0.38843369843951336,0.8451493046553565,-1.22125006836772,1.3250431511355443,1.408629224173076,1.014485540073035,-1.0945509280409669,-3.396197026048087,-1.7584792622581802,-1.2177283918652446,-2.091435643777705,1.410300848039145,0.3769608494486287,1.7166910644399365,0.4089764272898478,-2.4189728847234484,0.843317061233974,2.2891876167589453,1.465310451959578,-0.6927235116622593,1.5907633023906462,-0.7303626136206072,-2.2071404721541996,0.39854676417805435,0.1370598174241424,0.027069324481807624,0.30116588451557885,0.13874255665905832,0.44700910018421963,-2.399589123798317,-1.28838027716445,3.3053668405254446,-1.0700098001132923,-2.9406114068983387,-0.6987114854291893,0.5535396574756194,1.7617409102909638,-2.9293906290884433,-0.14599576629048203,2.0214715546040583,-0.57138096738942,2.1019242997666665,2.1741927070374,1.7716761532976881,-0.1600509073785743
5,1,2,3,1,0,2,0,13.0,2.0,9,2,0,0.0,2,5.0,3.0,0, ,-0.2591540887737839,-0.2439639258629278,-0.7940005211966469,-0.5772660117055454,-0.39280888306754813,-0.5184854961032854,0.6491189711941122,-0.7838954656659458,0.8933477810744149,1.037616533714212,0.21317757719618685,-0.20111509469867625,-1.6781251305854834,-1.0729737379819726,-1.1699333386087056,-1.3036737441184767,1.3755194052341988,0.46915055459313404,0.28563687647261604,-0.00793171150467053,-1.6109717000309427,-0.006472744503801632,1.9694823381852982,0.404676108428542,0.568966644051191,0.138493963562634,-1.004125869233364,-1.9545235700442982,1.7654004184420802,-0.05993780742853064,-0.16535923931590488,0.33993294661196405,-0.017398950731195066,-0.49224728080380387,-0.7639793950212727,-0.22118813235300894,2.328482106517808,0.04720911017838436,-2.0322225997170023,-0.2130355786295274,0.9080967335298874,1.2741441213068843,-0.4569413634474884,0.26648272661955863,1.7248359310661927,-0.693409177155481,0.8855563780221977,0.6951640678788806,0.7971303262133922,-0.08033785078783037
2,2,0,2,1,0,2,0,6.0,2.0,15,1,0,0.0,2,5.0,2.0,0, ,-0.1728299606409203,-0.6306378649764902,-0.6401346703562988,0.08561207725473864,-0.2956512838391831,-0.14472899659835267,0.9049455319520537,-0.6000596719309508,0.7260369465356385,1.3500851719437639,0.3602293796642205,-0.3550015820326865,-2.310731710159298,-1.123764434308583,-1.6008910236670415,-2.0057271450131706,1.3674717842173565,0.19780120933880313,0.67344880088178,0.15174857011948212,-1.8985570910399103,0.5821728028187605,2.2647177850094184,0.7800997130787335,0.47665626270680056,0.3334274513149488,-0.6750510107033004,-2.155661766693732,1.502203428911961,0.03939890582384182,-0.23101327151638273,0.5192913938255153,0.05101034157536115,-0.3284944757127783,-1.9174785564029582,-0.6569710622015503,2.2551007138035666,-0.7209827189624436,-2.2695267784463913,-0.4689024920866628,0.6735289773966895,1.4991685503578283,-1.6923618227382737,0.35996460467495817,2.076590501401948,-0.5300525663777874,1.2266210845444387,1.0620733198549162,0.8420195812265656,-0.24235646085637766
8,1,0,8,1,0,1,0,40.0,2.0,9,0,1,0.0,1,26.0,9.0,0, ,0.013231435551787235,-0.1914103603624951,0.04187281548625999,1.0693757482083517,-1.4623678054445404,0.5281478370137255,0.7946518976946454,-1.4042352461091254,0.9805501352329854,1.4614999204320447,1.2605470199233169,-1.1474881430434867,-3.7352119767097722,-1.5640945168987448,-1.7491457527502416,-2.006428948181271,1.2831238673951648,0.09283313333917234,2.098430137502097,0.5647032840339483,-2.39922123280245,0.9088221792870337,2.4411122272910837,1.6335533966564897,-0.5943024038964835,1.7289681489321116,-0.4705625671508356,-2.3507927537321356,0.45388853566519916,0.10029135410049114,0.23257062935718864,0.28716076650880373,0.12893936293593727,0.19050223226399593,-2.801128801057119,-1.694683569758797,3.2977489575157213,-1.7444011489532958,-3.056417277373108,-0.8463080899508563,0.2604135519355446,1.7120426652180785,-3.2788038885354704,0.13757771343241826,2.2431094318515044,-0.21585979538161337,2.0373292328425325,2.2829952117112304,1.8115911454206537,-0.2832350440265876
2,1,2,0,1,1,0,0,0.0,2.0,9,0,0,0.0,0,2.0,0.0,0, ,-0.3701298320713151,-0.6626737168974344,-0.8906509978193287,-2.039170901630879,0.5087652259157825,-1.163265705179829,0.23227129740218908,-0.8190693531061107,1.1693372060354041,0.4574947704693202,-1.2033776480994012,1.1621387009508908,-0.04928013606852776,-0.10991310934863381,-0.3414218339162904,-0.24104816990753486,1.3172356220075507,-0.009530254545294353,-1.9176562051162929,0.023862783795512106,-1.4674417652013536,-0.35520939507232224,1.9602126826947504,-0.5503393068242617,1.3405017207905248,-1.3640372353555583,-1.1683171046174106,-1.4461407611772694,2.448503149308365,-0.011052373949299893,-0.6065745537918111,0.41603193331330485,-0.3132265205620914,-0.7431895717965892,1.0907265106341928,0.9089754685394567,0.6280388358785343,1.5900419524971496,-1.095551926779523,0.011471467744716368,0.7709603694871672,0.21418323175276857,1.472770517814678,0.18881202166793062,0.8405367347106615,-0.6520409469580831,-0.43161274628034113,-0.710784326607953,-0.635720235046638,-0.22838793855162048
65,3,57,8,36,2,2,0,61.0,9.0,37,1,1,1.0,8,30.0,18.0,0, ,-0.11703011856856904,-0.06701454048972927,-0.16832208213954591,0.43445216534427816,-1.4485020402524116,0.47403481193578134,0.8906322801249047,-1.0928205273189824,0.838488538735156,1.6991574684708912,0.6110670869949428,-0.8349947109357794,-2.9071353165872256,-1.6202220384920558,-0.8852694136399194,-2.0032836757729378,1.7080257706845778,0.16503191743081402,1.6087186212303148,0.595173676310753,-2.2487141737887244,0.40516150889988034,2.2766019465054086,1.3268079875159056,-0.46832954391682186,1.1581383548365507,-0.9799871299922515,-2.1099868039432064,0.4657503980755343,0.028109573317837946,0.1893966085209505,0.3655183430414222,0.30726383653004824,0.026078097777917586,-1.7391304737586724,-1.0314232530620417,3.3472178111802378,-0.6144191447767544,-2.665822610984073,-0.6390721207828292,0.4910015216331351,1.6852174032356277,-2.2223157584239575,0.23282149218070164,1.7647710717869296,-1.0063487033277303,2.3301265804142672,1.8783852592427428,1.5264337632458789,0.1122614816390434
4,2,1,3,28,0,8,0,86.0,8.0,24,0,0,0.0,7,34.0,16.0,0, ,0.052260136346393336,-0.06443459770021051,0.18497661005148178,0.8675475910744277,-2.0941011356562425,0.8528229909490551,1.3795215602809758,-0.9971289365798068,0.6638880011996955,2.142284761891027,0.37107511816499206,-1.1786608507004455,-3.3076594858080215,-1.7455066634692773,-0.7940525570140776,-2.514613119084669,1.8978485748169378,-0.0883923966600973,2.515388468741554,1.0113554099747064,-2.719704192751401,0.5884209204337799,2.2055624943253367,1.7221059877599072,-0.9691884958957117,1.6765002302653595,-0.7277922331525933,-2.2097215205397887,0.18685133172788435,-0.03463895394514038,0.28756385663608636,0.5202078661935301,0.07169123095546531,0.13526449026556472,-2.0517886603225577,-1.510720988060197,3.4447091899580826,-0.8738118364077601,-3.126036811934103,-0.7305870856990094,0.3355615341203569,1.8186528692827366,-2.9526215504739697,0.3603875324000661,1.6588016161124837,-1.0611912251984186,3.2825295087652857,2.659703136760723,1.6782580546080874,-0.0753577763309112
6,1,5,1,45,0,9,0,54.0,10.0,9,1,0,8.0,7,24.0,13.0,0, ,0.11674920489045054,-0.07852729063725084,0.2685105515086433,0.7625177899055166,-1.9742323792389571,0.6719656371643082,1.2653693900864993,-0.9180580988673509,0.6431412333131887,2.1539051480951215,0.24590013527379656,-1.2170788412052518,-3.2321488058026895,-1.772231101208199,-1.0564628916555994,-2.7667386567350816,1.7916988087026227,-0.24377769834743337,2.6396953752772894,0.9808771567794171,-2.743169289439714,0.3876133601570242,2.2589044700050622,1.4582619414196616,-0.9833600299830455,1.9692518499089726,-0.8771925369197212,-2.1439064334363604,0.028623576053308147,0.08337237475849005,0.2542377971636263,0.4118213193607624,0.15267912555638136,0.2060971694743722,-2.0062127216887538,-1.62244874109001,3.486147717238001,-1.0183915951175575,-3.01351214262751,-0.777319218843458,0.49708750864956885,1.7361318417400589,-2.873658711996888,0.6877092870607259,1.891733527299954,-1.0373527390410149,3.154405513687232,2.6347731465564874,1.6941072732188078,-0.027508398823210725
4,1,2,2,1,0,6,0,76.0,2.0,9,0,0,6.0,2,8.0,15.0,1, ,-0.15123206528140531,-0.09456203483715417,0.3026247116564208,0.7710393593820171,-2.690585354420823,1.0530270745883878,1.2920455904179706,-0.9146916256755067,0.867389820874177,2.107732119348215,0.18668937939799166,-1.3314699313032825,-2.960372926676914,-2.1706845591599735,-0.6697209763364536,-2.4835999894632286,1.894957542323515,0.13491644066896005,2.8977663660353077,0.9491696198919837,-3.29213589016701,0.7451706687881279,2.785389605619499,1.4709742008642124,-1.304604563086252,2.2741713068268408,-1.1553392329208434,-1.9665626152583735,0.05036192519728922,-0.00857939721256599,0.2257563012264365,0.26998710555770356,0.42747726047546186,0.8764132163886204,-2.0462941355690782,-1.6329164475610363,3.6305499109765855,-0.9963378660611379,-3.3154546887792793,-1.0721204759234493,0.33258117932573916,1.5358231461198562,-3.4637896121387666,0.9039928033451672,1.4981773760042414,-1.3061844974344576,3.517393299075982,2.46691426183704,1.8918898635462487,0.03700201060360132
8,4,0,8,3,0,0,13,39.0,3.0,51,0,0,0.0,2,33.0,10.0,0, ,0.10596400531240004,-0.229435934930782,0.01870724060934803,0.5510514686699118,-1.484261550095474,0.48475357667563507,0.5659777721714369,-1.5461320351866938,0.8451695925460548,0.8258465170753461,0.5963133639272957,-1.0756930341666107,-2.887854867726382,-1.3758125850347251,-1.1780560889044982,-1.4608640810476836,1.53251953598489,0.3206127858537345,1.2654205054143264,0.4628160281289093,-2.8887834555527614,0.8598418831747693,2.584325435118492,1.5361102788381067,-0.8722502152976715,1.6249326731121578,-0.7880331694618773,-1.7870896797830127,0.9488191708131744,0.06406850005063253,-0.4842567113804199,0.2953636192635799,-0.48970638932312227,0.5936958880623834,-2.3319729048318227,-0.6352211694466298,2.735765819016178,-1.7973844656032778,-3.012176496144006,-0.8721505505662848,0.4031728099236619,1.3724579782645288,-3.1009908055966457,0.627919084442754,1.5122215245424733,-0.5302916610533447,1.9726855918668658,2.031425822214942,1.3303835657494598,-0.5323307276433449
3,3,0,3,1,0,1,1,14.0,2.0,16,1,0,0.0,2,10.0,4.0,0, ,-0.11081891426569483,-0.4424205955634801,-0.6081382381669108,0.22505261364795648,-0.4692281398691557,-0.11555452106813292,0.7931057610538331,-0.9053071735959927,0.9189281256128473,1.1297860846046637,0.37473038758104904,-0.262388736349695,-2.4595857903881035,-0.900643585741714,-1.4962494456890445,-1.701157607337582,1.1928806786802104,0.1837158050984359,0.6606162411255444,0.034108901001068496,-1.9696080084831709,0.48006214711654976,1.8938368233350504,0.5320794914660925,0.22596109948233817,0.7718305336052945,-0.26934609325437636,-2.1091755839390713,0.9237518174120204,0.2018992747094552,-0.46937656712108283,0.584754448443807,0.023324708488135965,-0.18743627146750932,-2.077605750216856,-0.321012919661414,2.1042598374278594,-0.9948728583879345,-2.2466292924706965,-0.7175666128464678,0.8804737674485336,1.3867228478910072,-1.7771663093439307,0.2433298653674533,1.8132488367779929,-0.3002283566766677,1.2961855005230667,1.1678260296116338,0.7754067525625324,-0.6387765119735235
8,3,1,7,78,2,9,0,107.0,13.0,17,4,3,0.0,6,44.0,33.0,0, ,0.12046528834617946,-0.01786411007597707,0.22411020714211094,0.8909046772922808,-1.8538586479419359,0.8274260731088987,1.0032370866109097,-0.9446360213110351,0.7498489095977933,1.9489629647400508,0.46557052550785644,-0.9823324672286867,-2.9905340986985993,-1.6812064255313073,-1.0875623689151803,-2.197338027050532,1.4661555617395179,-0.08962100863831642,2.635802933595275,0.7540035846293026,-2.473671395316666,0.26677990561666004,2.27047761788765,1.1630547655896262,-0.8010017285957001,1.7736498931590812,-0.5881589081799053,-2.033577701716591,-0.006514239773138583,-0.06761636263488968,0.41880781933339944,0.22857893534738347,0.33769839972169197,0.15973607771272075,-1.7092071058370508,-1.4179262478246613,3.4182528717952967,-0.9786293858214056,-2.9355576240823633,-0.8249912583752184,0.5633843663397741,1.4673316336085107,-2.491377744558569,0.7458448840555808,1.6192063256406726,-1.0565100850700735,2.87143838400713,2.093710273495727,1.7448029054879133,-0.030316782693244507
6,1,2,4,1,0,0,0,44.0,2.0,9,0,0,0.0,2,18.0,10.0,0, ,-0.1863712218610362,-0.17175572798846128,-0.36625399530175695,0.49859879173715727,-0.3223227464907022,-0.18524932351714718,0.5161869153751089,-1.2659965500725552,1.1245836687528008,1.400527843805573,1.0097707498019577,-0.7567600274149059,-3.0408250599342677,-1.663793082149247,-1.5029613135995685,-2.036674115089404,1.2617443808568993,0.0987462488776709,1.2215934782482465,0.3663376433823325,-1.5517313430503181,0.3308344224253518,2.8277698769596586,1.2034251164811764,0.09684137033755154,0.8482465245442901,-0.7120781548406155,-2.371223119674792,0.9181086368789473,0.3005767500851986,0.17834896067797992,0.1878651234721409,0.2684100464683612,-0.1508019421487301,-1.9080032316779754,-1.1199781879238289,2.877618860390504,-1.2345804380141823,-2.4181810032045075,-0.6323719235766985,0.3786744996311669,1.6103401720103094,-2.0923906436418527,0.41661735913825615,2.318175986135667,-0.44814093476186345,1.4850992850676599,0.9928078768951455,1.3966696111185304,-0.0056979613490882736
3,3,1,2,10,3,6,1,55.0,5.0,16,6,0,0.0,3,15.0,13.0,1, ,0.0020342815277290868,-0.30118282637357874,0.195316905839761,0.7483515021429555,-1.7742695901060974,0.7481090371491183,1.0882083634459454,-1.0380993596755963,0.9231168662586627,1.8815681876270394,0.2738913515406459,-1.0329462406384908,-3.0481051949904727,-1.698344950606446,-1.0285219662292737,-2.3965196423369353,1.7511626706560268,-0.20127880172655896,2.2767704414076095,0.9602948443396946,-2.6781856792025347,0.4614433883952961,2.6115339004688884,1.4650677447699003,-0.7478461747502025,1.7324974236570185,-0.7337314190532261,-2.119815997945382,0.2929706731774869,-0.0036593778407947035,0.3082396438849108,0.4351824211335793,0.25376985919264017,0.16974300633187367,-2.038222241684293,-1.4312037827753532,3.20808241117155,-1.1160082853660944,-2.9088939608137423,-0.8074232834378967,0.3350259668733514,1.5282172811717074,-2.8736040153592035,0.6362946982672609,1.7945268251533135,-0.8799907748360887,2.852446431185132,2.301968082824937,1.6369803441347208,-0.3071426423198661
2,4,0,2,1,0,0,2,7.0,2.0,44,0,0,0.0,2,4.0,2.0,0, ,-0.34569789219091757,-0.4242956745044177,-0.025727740904696924,-0.11880180426356787,-0.8322795413404429,0.306177177927965,0.5840790546042866,-1.20466820165237,0.8612991816308225,0.9918667812808883,0.4527703161643847,-0.19447425569517576,-2.2962418635477433,-0.6579065259581303,-1.2451748551732398,-0.9594033799074042,1.5481228923014383,0.08124714672880741,0.5883030836908084,0.5381954331158397,-1.818601029815115,0.2607867782572513,1.6710175372575118,0.6669991824128779,0.40794236355674823,0.5539803706827202,-0.4912356202146308,-1.8587165200265585,1.6751686224406939,-0.49015943881099366,0.2071592755084712,0.5783240342645274,-0.36432104942104665,-0.5927508538754819,-1.175848233532202,-0.2870386726407537,2.404014667467046,-0.23223648501512384,-2.3006213935453004,-0.19306233750613724,0.44976884239293086,1.4499584228808438,-1.0326493926727958,-0.2058865716717183,1.3879150209418458,-0.29786456087894553,0.6906055623316983,1.4179747298086074,0.8698384872277812,-0.541201269453213
9,2,5,4,105,4,3,1,73.0,15.0,30,3,0,0.0,9,64.0,24.0,0, ,-0.051084580300757014,-0.08662130805264957,-0.11882103982580187,0.7297669325014715,-0.9752944337021462,0.04966276302898684,0.5738420419553987,-1.9367375925972052,1.2476903542686224,1.127571086793448,1.3185696349812055,-1.0224214061196266,-3.630675625210711,-1.1537557084753223,-1.5952905530703045,-1.3743236611611054,1.6549596782769305,0.30858104037274314,0.9042183593883765,0.49809190629001,-1.814325395653957,0.30936067614700313,2.0855377088846634,1.699845926479366,-0.39895633546617926,1.4225898963257508,-0.40252494108303244,-2.445329749331543,0.7959784788108242,0.22080766307202715,0.14864646569741138,0.10922808369226901,-0.2027043908015754,-0.26232629565306853,-2.1300868861819704,-1.1952561918571598,3.122709031628303,-1.3261257854042503,-2.7393985229046622,-0.40670949760956254,0.5264510978288287,1.9935918388456757,-2.125415645210887,-0.5086448496959233,2.1811124045834784,-0.27341949731385484,1.2907855320468788,2.2774677147380618,1.5530485780398653,-0.20302607257801117
