wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
13,3,0,9,37,26,1,8,9,0.5555555560000001,226,1.0,2,0.6333333329999999,0.307692308,1,1,16.15384615,8,1.3846,2,-1.5176003847927864,0.8840097002046894,-0.053191391773689145,-0.9506796329330865,0.7674466422664146,1.307061194220764,1.0720157807810193,-0.21556659723461144,0.21318172736075242,-0.3767356064626532,0.30472210387993265,1.233744015687594,-0.4211120452889041,0.8166718481492895,0.7262043933965548,-0.560752507378892,0.04871114647050951,0.23032571115760614,-0.328063835983079,0.5521098913701736,0.3607010421217977,-1.3261512562402487,1.2859629109742128,0.27392880908768436,-0.9790161738240839,-0.26569083467422444,0.2831715882460724,0.05533136472609906,-0.5126985010391923,0.17103435624406893,0.3770338626766855,0.5439385450714427,0.11038634374733362,0.49303733598524224,-0.43075657747413515,-0.8266496595527398,-0.6642303563325809,0.18053507111346592,0.9263066918380989,-0.2919753672782407,1.2529369356927706,-0.36634268721999,-0.5980520114628209,0.7512642734385959,0.20069929223966818,0.46605263035338274,-0.7262274077387032,-0.7461917154484786,-0.9025912856030042,-0.6848996867527563,1.4278539118427371,0.7737643652557314,0.21400894153869515,0.03684560498615083,-0.21302456347120038,0.5389976052539556,-0.10500364736670079,-0.2806793825022249,1.887096370856633,-1.6701216200322353,-0.34389797218930634,1.509616999073026,-1.919564701003652,0.8459773030963501,1.573210024095658,0.6725288673437948,0.13785479529746997,1.2196701667301388,0.30450410803932854,0.4312187476580023,0.17921461010799927,1.0864198305630475,0.1793071687491163,-0.21284714277023334,0.32137420423760815,-0.16114764738296777,-0.2034575728111246,-1.160293680672123,-1.0275172500272507,0.05654529205475276,-0.1314998476913677,-0.20462587280931796,-0.6513921095865771,-0.24208986716082936,1.0717562685722568,0.01480833421947537,0.18986863833819684,-0.3322201244331362,0.2437859060494735,0.5854391572315993,-0.37913089213926215,-0.3138767604724067,1.1875230766770244,0.24040589691663464,-0.5656299326229973,0.06011629218937995,0.8599884712082535,-0.7746445518428029,-0.623496442161433,-0.0972495620629898
38,2,0,21,68,627,3,19,38,0.8243243240000001,326,1.0,7,0.102564103,0.10526315800000001,0,0,7.368421053,2,1.0263,11,-1.3934916755994402,0.7304191003306977,0.05130203143888274,-0.9054906627263924,0.28278026730001055,1.4181586412672205,1.0351129034657423,0.04337848273535274,0.12244313812110305,-0.3291614825605054,0.5392162941298794,1.6969668086686582,-0.3598583526264558,0.9337266677636713,0.9327674256532754,-0.9059700641705734,0.3937030804719573,0.11052827264210495,-0.2924108097461552,0.7092744037865999,0.21099476778130324,-0.560095060910941,1.3345524378087052,0.24554896838534965,-1.2609053623814428,-0.3631357150697774,0.1407098504888881,0.07317303214065254,-0.23925423752949845,-0.06304434364279418,0.8911288280738167,-0.1573614845472903,0.0366759582833392,0.876775801697704,-0.4720965590747261,-0.06458210136510283,-0.32815211471739086,0.2611552590643044,1.2012067061900353,-0.04170610914844223,1.2898202779991186,-0.6658272487956162,-1.027046704404872,0.7149426390782738,0.5519398063606296,0.40664932254136876,-0.6021118651881611,-0.7047109022770711,-0.4431453535208955,-0.18106960312683992,1.5049138698910314,0.453907620947259,0.2815972738159749,0.011391202618672009,-0.19225915628760024,0.22620224590999508,-0.11317075725314085,-0.4639572396966424,1.4345616558946503,-1.6013142301854375,-0.5766751748805077,1.3563557751207276,-1.9019555376684156,0.1743134753451671,1.3427229349389231,0.5411931198922145,0.20290162509097157,1.0520983425518302,0.5578764526470396,-0.012281705788658769,0.06300653640556307,0.7512957186671032,0.8776563551957963,-0.29880637105192914,0.2832937896223336,-0.12325683803100469,-0.10830895822951749,-0.962174710785779,-0.8872332086675483,0.3776469169437145,-0.09788147212898357,-0.2527906269504983,-0.1585528802629375,-0.2938663278648984,1.4908459552897748,-0.12330132248381952,0.3575670085667075,-0.014229245126571588,-0.24856651158908452,0.38012225984042214,0.07766085449415043,0.08445740143333513,1.2403779892830424,0.08103531086747699,-0.5102403523863921,0.11034003849463023,0.7693786926675127,-0.7475574361328579,-0.5463188196514128,-0.04353021471721054
14,3,0,11,32,71,4,9,13,0.23076923100000002,171,1.0,0,0.7446808509999999,0.271428571,2,7,11.14285714,4,1.3571,0,-1.824125287966157,1.0735878010729552,0.14969281759182432,-1.1675596703106166,1.1703619858000518,1.6434142770264397,1.2014875726827927,-0.41073395269444474,-0.11355290324595514,-0.6283066915696873,0.2717203225600183,1.4884042244891638,-0.6234988240858393,0.9861604379378031,0.7292174377123224,-0.34638278933270666,-0.13786440757038174,-0.1477486306045859,-0.32502411067299,0.5875662868650894,0.16848463352139678,-1.7701374050952223,1.3041985149849937,0.4711975192308336,-0.978418146092629,-0.40636257719141616,0.7466090779851202,0.09499364407713956,-0.6281002770825234,0.35824713311288037,0.08329405281118137,0.852769643471249,0.27140830307179425,0.39553415592642527,-0.3928477757884986,-1.502573550675375,-0.7988623491585553,0.07253264571643842,1.0734108890580703,-0.5049353802644378,1.2548653070497087,-0.23428225963873361,-0.6219399239404478,0.5654914283856181,0.1625396899667329,0.853406885810815,-0.7510862001590503,-0.9889735782924303,-1.4581147181501604,-0.8920776824786053,1.5480123384676476,1.2143919730681771,-0.14851106786052923,-0.018154665015084715,-0.1640205951562941,0.8099220985747767,-0.25778314738638586,-0.3290385995241771,2.4478212756249724,-2.0153541674393485,-0.5243915751217323,1.702141014186331,-2.27669681340895,1.124491791573781,2.1852157127732132,1.3238092894379874,0.30662619355645315,1.0873850568513088,0.06490014437321173,0.9397004051730072,0.3027990986444931,1.3821116701219247,-0.22979666259622136,-0.2267726629457979,0.04953477276093676,-0.2761894687327703,-0.03428706541930593,-1.2380152218393583,-1.3144479441004815,0.19958684141815294,0.021101145626230736,0.03032819465755639,-0.7947816677755474,0.029346213010462013,0.9001087269413554,-0.2500887704748207,0.46252230863205,-0.40435850849892596,0.5076274671410286,1.0240568969845618,-0.4148285679262044,-0.3088764938375788,0.900924945707045,0.19992894660627367,-0.5258646885551977,-0.39408106901737733,1.0725266221850374,-0.7445297927515406,-0.7019742020959442,-0.07736495115956327
13,2,0,13,44,54,1,12,4,0.708333333,222,1.0,1,0.583333333,0.305555556,1,1,15.76923077,3,1.1538,3,-1.7234699360954897,0.9766019495835692,-0.005021346504058006,-1.0436962895997075,0.9867673165608651,1.546064639330557,1.2106684913331003,-0.3913180612768139,-0.09700082636052858,-0.5744443157108151,0.14839588463656472,1.5732966756961984,-0.5659452577774831,0.9226639948445869,0.6783767066701238,-0.5421693292407129,0.08480546695212576,-0.016406498423331993,-0.5028860755565484,0.6423153953485291,0.22309609008836376,-1.5806758120404871,1.1930558836733005,0.48021299387134037,-0.9604284989673947,-0.36587327324445346,0.5805622967736519,0.10981728254985977,-0.5666021651753289,0.19399583720236327,0.28851895927128923,0.6680922866378638,0.09633717427132689,0.5587536479835731,-0.3694309495610868,-1.2649282087936966,-0.6675040762313822,-0.08772743908922535,0.9450931039254324,-0.47016238913281727,1.3163218777069283,-0.45934320181842786,-0.5808619000260028,0.6744248340280826,0.2594059616863314,0.682435406857441,-0.6980733614040175,-0.9412401912451318,-1.0564280938070998,-0.5702305855934444,1.370668534781258,1.1215026274269195,-0.08979034208983457,0.01804085276171975,-0.19837469113103728,0.8846150137925832,-0.3938279630928005,-0.33196963649669525,2.0872067936487304,-1.9186922758991334,-0.5998545419689367,1.626468103570297,-2.1938282788023815,0.9275822166278193,1.9510574746276377,1.1473339383956214,0.445283704236972,1.1716535330039732,0.048718318528002416,0.7779987802730397,0.24045530685452507,1.1570206949315793,0.08648844536816433,-0.36440147287708907,0.35938547003550797,-0.31081210482349697,-0.2427414657224181,-1.3317472211542485,-1.31808088792026,0.10698750322533966,-0.046747518366973745,0.14552041254946216,-0.6789092962775685,0.08601918234310106,1.0483312316188247,-0.15622615944277463,0.48246281469022156,-0.4855194490468862,0.31475459527226507,0.8874968779611185,-0.4169142953938211,-0.1890623199999979,0.9365145571926055,0.17978323708427252,-0.6357798676931553,-0.43216044828334055,0.9849038716814218,-0.6641075769194238,-0.6227263671549663,0.06498625671688499
4,3,0,3,22,0,1,3,2,0.333333333,86,1.0,0,0.921052632,0.4375,2,3,20.25,3,1.25,0,-1.3396246185449059,0.6101025587987841,0.017505316114828813,-1.0852546270582806,0.6154234404585871,1.7599821370215876,1.143330997491646,-0.35095758274098154,0.12100047023212546,-0.4858620209440547,0.6445957968564727,1.979005809772776,-0.39236152220707127,0.9059513774071922,0.8673856338202106,-0.3170960897907713,0.2091501577895036,-0.03159396694669816,-0.20651237039674478,0.4348361768531061,-0.17486182972098985,-1.391706342780625,1.3638591140220009,0.6635756590027918,-0.6185618393708875,-0.10366019099490945,0.8299765530334016,0.23913349669731002,-0.5940765504733031,0.3289288554579931,0.5151256329715368,0.28770712675149557,-0.12050064308085387,0.6218942624077121,-0.5088238584851535,-0.8570346323041023,-0.6290787254265978,0.36453078766116265,1.3096638186187683,-0.4117909277854059,1.2213558706933934,0.058641588954112686,-0.9900254456860668,0.5837823342815033,0.4068166982062935,0.7843146500234464,-0.5119568755237676,-1.232421699186297,-1.0055517065374706,-0.49173970616194096,1.4417963957584605,0.7875437802176998,-0.008321354833379549,0.12483257475831518,-0.014139606433019342,0.48920352547281276,0.11852047943620031,-0.6801627338173227,1.6283112343769688,-1.6012205722469472,-0.40643323488972133,1.4884559892891722,-2.1717547827797516,0.6085743646240719,1.6285342912704581,1.1154063313397424,0.25180393101063253,0.9069976768963565,0.3898089754604529,0.6793032672286333,0.248272583438925,1.3363663673936321,0.6028145093393962,-0.3580050964700195,0.17826676994049512,-0.08104661210121068,0.2764255581358933,-1.1934145580459319,-1.3867061203409794,0.44848686005248817,0.3035940314401589,-0.1588069330390094,-0.38987972477636135,-0.10577210025833582,1.5061726929156927,-0.1607807835408493,0.6196325744775213,-0.3075307446720542,0.09465936901336071,0.49907901580206027,0.05211740640793853,0.02417010251574841,0.8728900559791104,0.09463104088088346,-0.5607950586269643,0.18748376510178658,0.586342800603891,-0.6491125333687312,-0.597401574852332,-0.5868611674179208
4,0,0,10,17,2,1,9,3,0.666666667,71,1.0,2,0.0,0.833333333,0,0,16.0,1,0.5,0,-1.7612762887780113,1.0267275060491023,0.08351361220787347,-0.9977336270764372,1.061714383473913,1.3510678414604809,1.1962370521549228,-0.6663104894786255,-0.01080498460156341,-0.9041653963343824,0.4409188415054932,1.5252300754767636,-0.5058392205943509,0.6425867849472255,0.5848007989928518,-0.04521427141342911,0.587597957006443,0.20716151438809527,-0.2888345293901783,0.469194677846016,-0.048164788365352866,-1.8901740520031456,1.4337873472364826,0.7714270890339356,-0.9615770706370814,-0.5606966498442937,0.857112722367318,0.27794939625963866,-0.7969400916773862,0.25828814590738935,0.2562537450087861,1.0818571652257643,-0.16971584204814788,1.0222197686754642,-0.31264718128936864,-1.1523406293618552,-1.0720373123183524,0.3862673331979893,0.7321587051727072,-0.5567261156825677,1.2573132710951622,-0.24239727448094128,-0.7354224706463784,0.5733784036768739,0.47979145253377764,0.9406797235757521,-0.5497275669456745,-0.8744056934008175,-1.14563591650702,-0.24033623657387632,0.9802502455831456,1.010554279571924,-0.232206298928897,0.21557037244010524,0.005623169513624581,0.9468266837743582,-0.23216287019011353,-0.5238194142560755,1.6857665729441194,-1.6774649422488286,-0.551856125679426,1.3990402841971683,-2.1551143098607497,0.6942787566243364,1.9875423168299604,1.4070095658405908,0.4142912565546412,1.2941730456856873,-0.1324015188691714,0.8801136089826971,0.18305901628142843,1.0312424826408917,0.3890395805620011,-0.622908665023376,0.10598732587250749,-0.2571381036661735,0.18839903532413738,-1.2484921769289898,-1.4673827469095984,0.13190169668611917,0.2138167098100854,0.1323505570353626,-0.7099462974149083,0.3161178169648042,1.4456352891978965,-0.6317497462125614,0.785134766859026,-0.6067391593634301,0.32309918780334257,0.9624392541159253,-0.6653868804920641,0.06922593292976212,0.6255302656341784,0.022223850662599878,-0.35307260187928896,-0.20732862172751548,0.893004720471186,-1.0867335790988464,-0.5780743000075295,0.030236118968205324
6,1,4,5,7,9,5,0,5,0.6,23,1.0,0,0.0,0.5,0,0,2.666666667,1,0.6667,0,-0.8058528974350379,0.2127787742365259,-0.410687223052258,-0.28925375850835383,-0.17146113744660557,1.1118978048224453,0.8279998589002598,-0.009663351888481815,0.8329221056408382,-0.4092844399114416,0.7703603149601514,1.2482758417111504,-0.07373359219252981,0.47850773696158244,1.0312282481901143,-0.6212483783088788,0.8222906733955164,0.5381040569312953,0.011283816574243726,0.44517290482558514,-0.007218005784766769,-0.4130514838737896,1.0881548811359187,0.18351495412720756,-0.927368891489907,0.013833644013892818,0.07963047586055216,-0.06354776251917849,-0.25387288174850375,0.1553682321234821,1.2506655622110574,-0.24129059177607165,-0.44652217512714915,0.7889736147284007,-0.6868237467436632,1.0005414600180882,-0.2641324094785787,0.39797440341233714,0.9608162739608376,0.20917350781395785,1.1871403663938578,-0.11932875319424975,-0.7550208277248133,0.7622954517285657,0.3176852527258094,0.6006729487861906,-0.6411587943931898,-0.4243013331303271,0.20059322295147558,-0.02759766599552317,1.1353455349992305,-0.003908468031958974,0.5311684073389068,0.48826653431783745,-0.19210423532141638,0.045462408107398385,0.6451472617609038,-0.48914653605494934,0.38466602874571804,-0.8537569717680626,-0.16639537418652633,0.7651141533251355,-1.191992952291864,-0.21418279489185046,0.27235925722749554,-0.13965297081190478,-0.20456677252480474,0.7935972444582629,0.7472116157596747,-0.6012267707089719,0.04041610056698158,0.38337166302218256,1.513650337569825,-0.35406172777126943,0.1844391521890929,0.3806705187494447,-0.2669174056623008,-0.7024709705938841,-0.6467754252347072,0.4275553252026029,-0.013347374579285854,-0.4508533891150344,0.3742145284821003,-0.8027740977489605,1.6382828693890659,0.2886415599369454,0.00156901259548389,-0.08017913904092223,-0.16023838937712404,-0.35867041357265844,0.2992807501783738,-0.08624638951086736,1.2012658176298898,-0.047055289468083246,-0.5962538820061357,0.9184032256076634,0.24184796215638846,-0.5069229795562313,-0.6069477546939647,-0.3896291731547175
8,2,0,12,15,22,3,11,8,0.28571428600000004,60,1.0,0,0.8275862070000001,0.303571429,0,0,6.375,1,0.625,0,-1.5344449744128583,0.9470369350448025,-0.09531408913640105,-1.2690590683351863,1.0055515697366801,1.4538126819623312,1.220449372325028,-0.6226099196597976,0.21707790073756286,-0.6993503752739914,0.42358506442394345,1.573776400509036,-0.2172754119703904,0.3045565797617195,0.9215790472704204,-0.34284092987965725,0.25895263174026634,0.29884650812475894,-0.0570709175320145,0.485331081947464,-0.09661642071678984,-1.6431272958578822,1.509602497629857,0.39565150552010087,-0.7813467555372857,-0.28736118545211153,0.8835939211452298,0.1228204114196308,-0.8557542910034766,0.5280082851018707,0.4792683994070977,0.5267932910338976,-0.6844691152877597,0.6236703349936085,-0.5375933341664842,-0.7228524449682239,-0.7512333096400694,0.07964973502679515,1.0995718351350032,-0.4359887643669718,1.2608648139669356,-0.1026649445821406,-0.3637480521949949,0.57248760175969,0.28898175057415604,0.8037449149789511,-0.7953782125586389,-1.1125325069430412,-1.0246286073598567,-0.3468565563909486,1.160960123608465,0.7905084832158406,-0.30264333307190244,0.20130599098158994,0.06807763675791383,0.8233421700485979,0.00783284001254941,-0.23426874741255319,1.629477779142016,-1.6875636308606066,-0.4443312515049981,1.5957517587424992,-2.176268086865274,0.492735569409577,1.6054610114102117,1.1677619088527982,0.16459557258754884,1.1389022780966997,-0.17006587212293015,0.5898511215503347,-0.01576376605323744,1.092674389243605,0.8215648730236965,-0.7053407941126477,0.0733350759966772,-0.29218627227017135,0.06289520712312131,-1.4668018737521398,-1.2113792563425745,0.1645772447375095,-0.24956943188692804,0.061375683214972644,-0.5732629272589131,-0.1731822316944027,1.5571925154635151,-0.3666248168256116,1.0689237056724326,-0.6126228143177578,0.5144292789717041,0.47999609152561523,-0.13901311262505991,-0.16378583542604316,0.3804561551257188,0.14210760115172758,-0.8517957634200075,-0.09430612749392009,1.1442625760478828,-0.7713273612777442,-0.5611883555641127,-0.1927694439266906
8,0,2,16,43,28,2,14,2,2.0,208,0.0,0,0.0,0.375,0,0,25.0,2,1.0,0,-1.5096876057714244,0.7688266532382874,0.0654241866289079,-1.0044974832793772,0.7954344221616242,1.5433631951814852,1.1231935890008427,-0.3671102783198521,-0.14820767199555765,-0.47801694997576005,0.45872095828616377,1.766230279068537,-0.43418109670448396,0.9950411171262413,0.6431087309768772,-0.37205613706105284,0.46588364896036627,-0.04470543093073022,-0.35911096964242695,0.5869228605223921,0.04102921963398996,-1.4087108178819123,1.269709423911178,0.7823205629832864,-0.9089442712551251,-0.3112526621563102,0.6566094527698023,0.2806514723051593,-0.504378249526021,-0.05825285815828699,0.3417854475139511,0.41254000309072436,0.15202522238509472,0.8475688902779224,-0.27284047448404836,-0.88853683413781,-0.6462660987426856,0.22663930578825567,0.9609495393341954,-0.44014559234769945,1.1566591197897333,-0.4309202280275166,-1.0004179175692753,0.601423499818936,0.47867341996406343,0.7403651366175446,-0.39724998174673426,-0.8548183743322488,-0.9447572231539575,-0.37833396848700496,1.3126581272598614,0.9339511506346406,-0.03362977468375885,0.008683379766166743,-0.15174746920845775,0.6433628723617231,-0.24939003899976908,-0.520537414301349,1.6106006661007566,-1.6373627565097693,-0.6940595568596372,1.3007053321820967,-2.0792657334113014,0.6035406442468935,1.8994276696537788,1.0770028011947197,0.39171601654835386,1.1591557623054172,0.2484035752392875,0.7761818987201431,0.20871669515160224,0.9717255338420807,0.39224407574665365,-0.2988761462440431,0.12400684761018158,-0.23914316171108635,0.19667003187118037,-1.2290368508552674,-1.2814768653192838,0.33793006674426374,0.2354676618976035,0.029556060710491504,-0.635089109191273,0.08797903716884506,1.2276710713062386,-0.4454900707120041,0.4389775113379549,-0.3957613506953665,0.05516800603311686,0.8017550725922402,-0.350540307632349,0.10842832795206378,0.9791552082101013,0.15359211889162294,-0.43751777890264143,-0.1480484619095115,0.7830671993795097,-0.8356861866095434,-0.5639511732830088,-0.06563672798730426
5,1,0,10,27,0,5,6,5,0.25,112,1.0,1,0.0,0.44,0,0,21.2,3,1.2,0,-1.5727537467680264,0.8236933311993769,0.021610898776422246,-1.2056399265174793,0.9432841864377454,1.7983410966016304,1.2683616820111114,-0.47843219350526206,-0.029628503366887923,-0.6738385285494809,0.47537191672724005,1.85770288944567,-0.45967799939191484,0.8670665636916274,0.9296435553737037,-0.3365020942783391,0.09175909562197813,-0.14445326199486178,-0.2543360828578575,0.5973362483773467,-0.06340893797295273,-1.6818016339641682,1.3485825261952507,0.5492542898568467,-0.7604854104962991,-0.2400263951045795,0.8889365566374093,0.20494051529001225,-0.6929633777673198,0.2884812492218495,0.3161272286813184,0.3490014371325063,-0.09908832025579567,0.6843313521895796,-0.448664806879233,-1.097996319474817,-0.6030793358628936,0.06485086730729377,1.3023913302703376,-0.5288624819058824,1.3038974935844778,-0.00025129284257720627,-0.8781396710152847,0.6020388144487085,0.41750885311244124,0.8363224645334367,-0.6533080560934517,-1.2364103098204497,-1.2244823203123454,-0.5129442912922414,1.4913962389822375,0.982311642034315,-0.1339610545788109,0.11441550182817956,-0.09886794740072308,0.7160108794177568,-0.12623656616290255,-0.45692588298999337,1.7338622376465067,-1.794959443001869,-0.6517856156258307,1.5298627012841626,-2.367399969157565,0.6971705092653855,1.854728751047688,1.2384578208655639,0.30128275830712015,1.0219326684933727,0.050050355908678526,0.8814931353967381,0.2632836389079667,1.3099563974262556,0.42053879344332823,-0.46935530434626915,0.13261119575708546,-0.3437324681430795,0.08284839929210021,-1.340955686587777,-1.3753904774975831,0.44265918296672624,0.11183629116050753,-0.015512428140188451,-0.6636352966958534,-0.013536205200167652,1.3041547564411649,-0.2645730269362552,0.7922246124457074,-0.42400674783293085,0.27672950434529137,0.6661510994536708,0.02947234731863697,-0.12009761122008561,0.6504251671090788,0.1765645177832209,-0.7351305039525265,-0.22096431384519952,0.8773242197241337,-0.5690203066215964,-0.5209546044583034,-0.30215536528792597
5,2,1,5,8,8,3,2,4,0.75,29,1.0,0,0.7692307690000001,0.583333333,0,0,4.6,1,0.6,0,-1.2631864698135142,0.6199898336517868,-0.07785965597265333,-0.7783748933186178,0.6940331115327787,1.5562797959490646,1.117801225203619,-0.4591538274738663,0.04378004766033319,-0.6504160972436823,0.5485881196400095,1.6764803468406344,-0.20874190244039276,0.406203853711278,0.700468154819516,-0.31398161933355456,0.6086237379292947,0.4330605517867384,-0.056871588991617456,0.6127292240888849,-0.215856956664495,-1.2455186649419678,1.2395835943516604,0.4770686309572609,-0.9106460710803125,-0.2892404504911697,0.92944548513416,0.08358272502581322,-0.4893866259665672,0.3565955502744709,0.6699418385732099,0.31228326988926886,-0.6425399857706258,0.7374302138130935,-0.5250949310499847,-0.20646917055502334,-0.4690857305758289,-0.1920303096117485,1.0327964219776082,-0.29508834031858855,1.062569236518556,-0.029871783294809228,-0.5511451393052994,0.4502170584174261,0.5193249345818046,1.0288568534664158,-0.6151518837086596,-0.7250279937852091,-0.6431883502980261,-0.3762281586001683,1.0824476290638336,0.7728503087409384,-0.347741655381729,0.277429173726497,-0.0365835499779288,0.6927132948536469,0.1397166846593228,-0.30598691590138993,1.2849031263732849,-1.2612420841118797,-0.6193375243463033,1.2045242325580192,-1.7558001055682932,0.22068903907420462,1.256155078032814,0.624421248119082,0.03597495000297689,0.8815744009332862,0.208555170120512,0.33047923014909475,-0.0884907098938562,0.6377858853061861,0.9173203742067146,-0.6074976732631469,-0.021535924418895732,-0.009285137530155009,0.03784454453451049,-1.2116951151778699,-1.0617670649579807,0.4784223616724895,-0.06287729911536666,0.10948445525642629,-0.22787585718906483,-0.2603358862080356,1.564253513166997,-0.22233441964500733,0.776756856645391,-0.5459242468619431,0.19107633166249366,0.2822930382780864,-0.08720732807165145,-0.016243616207585937,0.5125813976910043,0.08423608282076506,-0.5089243493400447,-0.08589385971925886,0.9561406722771825,-0.7696881358891482,-0.5958002078109573,-0.17697917388119266
3,2,0,1,5,3,0,1,3,2.0,12,0.0,0,0.956521739,0.666666667,1,2,3.0,1,0.3333,0,-0.7669762589110856,-0.2820542173304149,-0.10281469397276881,0.21815259686644492,-0.2828754112068113,1.1345617728252348,0.7295473356799353,0.22873431346539866,0.14178803318520627,-0.018246632744057443,0.4198521531510791,1.427139849132461,-0.05272616186900245,0.17530945093557906,0.9021707312971701,-0.07878144082027458,1.3409905755511855,0.8890126926146822,-0.16858260240906509,0.7494863544665461,-0.12928010515474772,-0.941321749964522,0.9503714529322593,0.5395913592718732,-0.901267130226214,0.02498754416508967,0.10443255446613312,0.23408653515417757,-0.09116518271959297,-0.20958729674680807,1.1923912944798742,-0.4387194818640161,-0.33910525861399843,0.7612659118603915,-0.5379598506477639,1.3668936825310227,0.2941919152752586,-0.7827364673761243,0.43573474362709536,0.2592361933613483,1.2263583111923895,-0.05242106230891106,-1.0796016076086072,0.9637498602155916,0.7134811439431242,0.9225587427331235,0.18941100127494304,0.2730829641573452,0.5132565972992756,-0.638179982874285,0.9565291360974492,0.7305706524220045,0.2806713859897815,0.5838433330476794,-0.22185986226851848,0.29940542004444204,0.48610685209161186,-0.08876400094214988,0.13572264478700885,-0.32793575656845647,-0.7722028503327975,-0.24977369489349377,-0.9214039437857116,-0.04944560190372329,0.4335923312665013,-1.1741272197372037,-0.04857579653497033,0.3726960279658357,1.0391118095880607,-0.41788106415547305,0.049487558494557334,-0.44992559569276325,1.4054533962500833,-0.4352930772396165,0.6802470482657179,0.47136858725039066,-0.40625093302679166,-0.9839063811376291,-0.5234703464486961,0.741717492225086,0.38286876942842235,-0.19959963142736664,-0.04526669713902191,-0.5489370445804304,1.5757236063879276,0.6247811409649789,-0.15378369616075857,-0.377765407411909,-0.5958632350211636,-0.4082401643038183,-0.06339282219258127,0.27370573860412883,1.4948975122932222,-0.1726159943926138,-0.41631558894156395,0.6029691142964461,0.4236580928325266,-0.24443920073683598,-0.8713051259691249,0.4555962423904128
3,2,0,8,7,3,1,7,1,1.0,17,1.0,0,0.875,0.75,1,1,4.333333333,1,0.3333,0,-1.235100099304648,0.5070750064936524,0.017731828139742622,-0.6884870503309983,0.5312181823097368,1.4996072672336702,0.9368651036754753,-0.3604830590045493,0.05345356004609902,-0.5652948766134892,0.3722333857760424,1.5291786999153867,-0.20923049481834455,0.4437408008113524,0.5412232026858796,-0.0698623880993135,0.6888090256768892,0.5724924123541854,-0.21183834723441783,0.6304916729607702,-0.09872768653698036,-1.4376212400869266,1.2334585535965636,0.656779925955313,-0.8196884387267963,-0.2438593312154603,0.7856513888964334,0.23350588880436432,-0.39655176196608183,0.16462649137778956,0.7226785422402444,0.5192257387569386,-0.4930724235340898,0.9379111841807273,-0.5012592866010939,-0.4512130549021591,-0.4886724526140791,-0.267584021665015,0.7460963950806891,-0.25338352902305256,1.1519808757007834,-0.07505845386948182,-0.700221194154961,0.7064119538127331,0.5482076771378627,1.0288271507740632,-0.34392076785885817,-0.5012560041452289,-0.48843153994691396,-0.4300896798571846,0.8085978751868093,0.9521413374258544,-0.06269178918444267,0.29272025913202865,0.0176376914870762,0.7109426993579643,0.018449529393737608,-0.3581912746315797,1.1995651264509253,-1.2698530562394263,-0.713222592357751,1.1075565153440783,-1.6256639026908712,0.388604601912374,1.4264298798161992,0.5621432549254328,0.22288099744595477,0.8283205169297727,0.2479062302395656,0.30898033311342255,-0.011470757330861458,0.6653716822508792,0.7659454839763736,-0.514709703859227,0.37611406317197227,0.029110139613666975,-0.013665188256843614,-1.263831017963327,-1.1979578035137537,0.37468775133953636,0.18991689215159915,0.032118118689412674,-0.29542765789600844,0.0190829203727851,1.5895435219317866,-0.14330623006910803,0.5550974399805915,-0.543379461901594,0.16010052495768357,0.3102595247359963,-0.40572134718578995,0.054166809250420216,0.8456754768645302,-0.06198220183695684,-0.3269478624980429,-0.007515263603871338,0.6780727147623017,-0.705050990847412,-0.6694499341469443,0.053318937722339234
