,name,version,name.1,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
15,camel,1.6,org.apache.camel.component.bean.DefaultAnnotationExpressionFactory,3,1,2,8,16,3,2,6,2,2.0,96,0.0,0,0.0,0.533333333,0,0,31.0,3,1.6667,0
16,camel,1.6,org.apache.camel.processor.loadbalancer.StickyLoadBalancer,10,4,0,6,27,5,1,5,8,0.5277777779999999,168,1.0,2,0.75862069,0.25,2,2,15.4,3,1.1,1
17,camel,1.6,org.apache.camel.view.XmlGraphGenerator,8,2,0,7,33,26,0,7,1,0.571428571,415,1.0,0,0.588235294,0.390625,1,1,50.75,8,3.625,0
18,camel,1.6,org.apache.camel.impl.converter.AsyncProcessorTypeConverter,4,1,0,17,8,6,11,6,4,2.0,53,0.0,0,0.0,0.45,0,0,12.25,5,2.0,0
19,camel,1.6,org.apache.camel.component.irc.IrcBinding,2,1,0,3,5,1,3,2,2,2.0,17,0.0,0,0.0,0.666666667,0,0,7.5,2,1.0,0
20,camel,1.6,org.apache.camel.bam.processor.ProcessContext,14,1,0,6,18,61,2,5,14,0.8307692309999999,81,1.0,5,0.0,0.297619048,0,0,4.428571429,1,0.9286,0
21,camel,1.6,org.apache.camel.processor.resequencer.ResequencerEngine,16,1,0,8,36,62,2,6,11,0.72,184,1.0,3,0.0,0.229166667,0,0,10.1875,4,1.3125,0
22,camel,1.6,org.apache.camel.RuntimeCamelException,4,4,17,66,8,6,66,0,4,1.333333333,21,1.0,0,1.0,0.666666667,0,0,4.0,0,0.0,0
23,camel,1.6,org.apache.camel.processor.resequencer.Element,6,1,0,4,10,1,2,2,6,0.6,50,1.0,1,0.0,0.5,0,0,7.0,2,1.1667,0
24,camel,1.6,org.apache.camel.impl.converter.ArrayTypeConverter,3,1,0,3,20,3,1,2,3,2.0,127,0.0,0,0.0,0.666666667,0,0,41.33333333,13,4.6667,0
25,camel,1.6,org.apache.camel.component.direct.DirectEndpoint,11,2,0,11,17,25,3,11,8,0.7666666670000001,73,1.0,0,0.75,0.25,0,0,5.3636363639999995,1,0.7273,2
26,camel,1.6,org.apache.camel.component.xquery.XQuery,2,1,0,2,2,1,1,1,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
27,camel,1.6,org.apache.camel.model.dataformat.JsonDataFormat,3,3,0,2,4,1,1,1,3,0.5,15,1.0,0,0.818181818,0.666666667,0,0,3.666666667,1,0.6667,1
28,camel,1.6,org.apache.camel.builder.NoErrorHandlerBuilder,3,2,0,6,4,3,2,4,3,2.0,10,0.0,0,0.666666667,0.5555555560000001,0,0,2.333333333,1,0.6667,1
29,camel,1.6,org.apache.camel.component.mina.MinaPayloadHelper,5,1,0,6,15,10,3,4,4,2.0,60,0.0,0,0.0,0.45,0,0,11.0,2,1.6,0
30,camel,1.6,org.apache.camel.ProducerTemplate,33,1,0,17,33,528,11,6,33,2.0,33,0.0,0,0.0,0.387205387,0,0,0.0,1,1.0,2
31,camel,1.6,org.apache.camel.scala.dsl.languages.El,3,1,0,5,3,3,2,4,3,2.0,3,0.0,0,0.0,0.7777777779999999,0,0,0.0,1,1.0,0
32,camel,1.6,org.apache.camel.component.cxf.CxfSoapConsumer,7,1,0,32,61,0,3,32,3,0.6333333329999999,204,1.0,2,0.0,0.41666666700000005,0,0,27.42857143,1,0.7143,0
33,camel,1.6,org.apache.camel.processor.TryProcessor,8,2,0,13,33,0,1,12,3,0.46428571399999996,294,1.0,2,0.7,0.37142857100000004,1,1,35.25,2,0.875,8
34,camel,1.6,org.apache.camel.converter.xmlbeans.XmlBeansDataFormat,3,1,0,5,7,3,0,5,3,2.0,19,0.0,0,0.0,0.533333333,0,0,5.333333333,1,0.6667,0
35,camel,1.6,org.apache.camel.component.file.FileProducer,11,3,0,14,63,7,1,14,5,0.35,416,1.0,1,0.7,0.25,0,0,36.63636364,11,1.8182,0
36,camel,1.6,org.apache.camel.processor.loadbalancer.RandomLoadBalancer,2,4,0,5,7,1,2,3,1,2.0,24,0.0,0,0.956521739,0.666666667,1,1,11.0,1,0.5,1
37,camel,1.6,org.apache.camel.component.jhc.AsyncHttpRequestHandler,1,1,0,9,1,0,4,5,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
38,camel,1.6,org.apache.camel.component.bean.DefaultParameterMappingStrategy,4,1,0,4,10,0,1,3,4,0.0,39,1.0,0,0.0,0.583333333,0,0,8.5,1,0.75,2
39,camel,1.6,org.apache.camel.model.ExpressionNode,12,3,13,22,24,30,15,8,10,0.5,114,1.0,1,0.956521739,0.226190476,1,3,8.333333332999999,2,0.8333,0
40,camel,1.6,org.apache.camel.model.ChoiceType,14,3,0,21,43,59,9,13,13,0.641025641,208,1.0,1,0.9361702129999999,0.26153846199999997,1,3,13.64285714,3,1.1429,0
41,camel,1.6,org.apache.camel.CamelExchangeException,4,4,8,13,10,0,11,2,3,0.833333333,39,1.0,1,0.894736842,0.625,0,0,8.25,1,0.5,1
42,camel,1.6,org.apache.camel.component.xquery.XQueryComponent,3,4,0,8,15,3,0,8,1,2.0,49,0.0,0,0.95,0.666666667,2,2,15.33333333,1,0.6667,0
43,camel,1.6,org.apache.camel.processor.idempotent.MessageIdRepository,1,1,0,7,1,0,7,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
44,camel,1.6,org.apache.camel.spring.handler.LazyLoadingBeanDefinitionParser,2,1,1,3,10,0,1,2,1,0.0,44,1.0,0,0.857142857,0.75,1,1,20.0,2,1.0,0
45,camel,1.6,org.apache.camel.component.cxf.invoker.CxfClient,6,0,0,21,54,9,2,19,3,0.4,309,1.0,0,0.0,0.457142857,0,0,50.33333333,4,1.6667,0
46,camel,1.6,org.apache.camel.component.cxf.transport.spring.CamelConduitDefinitionParser,1,1,0,2,3,0,1,1,1,2.0,7,0.0,0,1.0,1.0,0,0,6.0,0,0.0,0
47,camel,1.6,org.apache.camel.scala.dsl.SRouteType,7,2,0,8,8,15,2,8,7,0.7222222220000001,45,1.0,3,0.846153846,0.35714285700000004,1,20,5.0,1,0.8571,0
48,camel,1.6,org.apache.camel.processor.ConvertBodyProcessor,3,1,0,9,18,0,2,7,2,0.5,61,1.0,0,0.0,0.666666667,0,0,18.66666667,1,0.3333,0
49,camel,1.6,org.apache.camel.component.bean.RegistryBean,15,1,1,15,29,45,4,11,12,0.7142857140000001,171,1.0,5,0.0,0.35,0,0,9.933333333,3,1.2,0
50,camel,1.6,org.apache.camel.language.Constant,1,1,0,0,1,0,0,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
51,camel,1.6,org.apache.camel.component.mail.MailProducer,5,3,0,9,9,4,2,9,2,0.75,36,1.0,1,0.875,0.3,0,0,5.6,1,0.6,0
52,camel,1.6,org.apache.camel.component.cxf.util.NullDestinationFactory,4,1,0,7,17,6,1,6,4,2.0,39,0.0,0,0.0,0.625,0,0,8.75,1,0.75,0
53,camel,1.6,org.apache.camel.component.cxf.CxfSoapComponent,5,3,0,10,18,8,0,10,3,0.25,62,1.0,1,0.897435897,0.4,1,3,11.2,1,0.8,0
54,camel,1.6,org.apache.camel.dataformat.hl7.HL7Converter,3,1,0,6,8,3,2,4,2,2.0,31,0.0,0,0.0,0.333333333,0,0,9.333333332999999,1,0.6667,0
55,camel,1.6,org.apache.camel.model.TryType,14,4,0,11,37,73,3,9,13,0.634615385,236,1.0,1,0.932291667,0.257142857,1,16,15.57142857,6,1.5,0
56,camel,1.6,org.apache.camel.builder.RouteBuilder,27,2,6,26,61,105,12,14,22,0.666666667,265,1.0,1,0.537037037,0.113756614,1,3,8.703703704,4,1.0741,8
57,camel,1.6,org.apache.camel.model.language.NamespaceAwareExpression,7,2,2,7,10,15,2,5,4,0.333333333,44,1.0,0,0.814814815,0.28571428600000004,0,0,5.1428571430000005,3,1.0,0
58,camel,1.6,org.apache.camel.component.jpa.JpaProducer,3,3,0,8,9,0,2,8,2,0.5,44,1.0,3,0.913043478,0.4,0,0,12.66666667,2,1.0,0
59,camel,1.6,org.apache.camel.component.stream.StreamMessage,4,3,0,1,6,0,0,1,3,0.0,21,1.0,0,0.921052632,0.625,2,2,4.0,1,0.75,0
60,camel,1.6,org.apache.camel.component.mail.MailConfiguration,50,1,0,8,84,1011,5,4,48,0.947648625,726,0.869565217,0,0.0,0.1825,0,0,13.06,9,1.5,0
61,camel,1.6,org.apache.camel.spi.InterceptStrategy,1,1,0,14,1,0,13,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,2
62,camel,1.6,org.apache.camel.util.ExpressionListComparator,3,1,0,4,9,1,1,3,3,0.0,47,1.0,0,0.0,0.5,0,0,14.33333333,2,1.0,0
63,camel,1.6,org.apache.camel.component.jms.JmsTemporaryQueueEndpoint,6,4,0,5,10,15,1,5,5,1.0,43,1.0,0,0.9508196720000001,0.444444444,0,0,6.0,1,0.5,0
64,camel,1.6,org.apache.camel.model.language.PhpExpression,3,2,0,1,5,3,0,1,3,2.0,12,0.0,0,0.956521739,0.666666667,1,2,3.0,1,0.3333,0
65,camel,1.6,org.apache.camel.spi.LanguageResolver,1,1,0,7,1,0,5,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
66,camel,1.6,org.apache.camel.util.IntrospectionSupport,20,1,0,20,98,178,15,5,12,0.6315789470000001,880,1.0,0,0.0,0.276315789,0,0,42.95,15,2.85,0
67,camel,1.6,org.apache.camel.component.mina.MinaHelper,2,1,0,6,7,1,2,4,1,2.0,21,0.0,0,0.0,0.5,0,0,9.5,1,0.5,0
68,camel,1.6,org.apache.camel.FailedToCreateProducerException,2,5,0,4,7,0,2,2,2,0.0,25,1.0,1,0.944444444,0.666666667,0,0,11.0,1,0.5,1
69,camel,1.6,org.apache.camel.TypeConverter,2,1,0,38,2,1,37,1,2,2.0,2,0.0,0,0.0,0.875,0,0,0.0,1,1.0,0
70,camel,1.6,org.apache.camel.impl.converter.StaticMethodTypeConverter,4,1,0,4,11,0,1,3,4,0.166666667,67,1.0,0,0.0,0.5,0,0,15.25,2,1.0,0
71,camel,1.6,org.apache.camel.component.dataset.DataSet,4,1,0,6,4,6,5,2,4,1.333333333,5,0.0,0,0.0,0.5625,0,0,0.0,1,1.0,0
72,camel,1.6,org.apache.camel.util.ReflectionInjector,2,1,0,4,4,1,2,2,2,2.0,8,0.0,0,0.0,0.75,0,0,3.0,1,0.5,0
73,camel,1.6,org.apache.camel.component.atom.AtomPollingConsumer,2,5,1,9,9,1,2,8,1,2.0,26,0.0,0,0.9722222220000001,0.666666667,1,1,12.0,1,0.5,0
74,camel,1.6,org.apache.camel.bam.processor.JpaBamProcessorSupport,21,2,1,15,52,142,1,14,12,0.828571429,292,1.0,1,0.333333333,0.2,1,2,12.57142857,3,1.0,0
75,camel,1.6,org.apache.camel.component.dataset.DataSetComponent,2,3,0,7,6,1,0,7,1,2.0,19,0.0,0,0.9722222220000001,0.666666667,1,1,8.5,1,0.5,0
76,camel,1.6,org.apache.camel.builder.xml.DomResultHandlerFactory,2,1,0,4,4,1,1,3,2,2.0,9,0.0,0,0.0,1.0,0,0,3.5,1,0.5,0
77,camel,1.6,org.apache.camel.component.bean.MethodInfoCache,8,1,0,7,15,22,3,4,4,0.6190476189999999,100,1.0,1,0.0,0.35416666700000005,0,0,11.125,2,0.875,0
78,camel,1.6,org.apache.camel.component.quartz.QuartzMessage,3,3,0,10,25,0,1,10,2,0.0,136,1.0,0,0.9459459459999999,0.5,1,1,44.0,2,1.0,0
79,camel,1.6,org.apache.camel.component.mina.MinaExchange,4,2,0,7,6,0,2,5,4,0.0,30,1.0,0,0.95,0.45,1,1,6.25,1,0.5,0
80,camel,1.6,org.apache.camel.component.jpa.DefaultTransactionStrategy,6,2,0,4,15,7,0,4,4,0.3,71,1.0,0,0.7777777779999999,0.375,1,1,10.5,2,1.0,0
81,camel,1.6,org.apache.camel.language.simple.AbstractSimpleLanguage,7,1,2,7,23,21,2,5,3,2.0,133,0.0,0,0.0,0.666666667,0,0,18.0,5,1.8571,0
82,camel,1.6,org.apache.camel.language.Simple,1,1,0,0,1,0,0,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
83,camel,1.6,org.apache.camel.impl.DefaultComponentResolver,3,1,0,10,22,1,1,9,2,0.5,141,1.0,1,0.0,0.666666667,0,0,45.33333333,6,2.0,0
84,camel,1.6,org.apache.camel.model.dataformat.ZipDataFormat,5,3,0,5,7,0,1,4,4,0.0,34,1.0,0,0.75,0.533333333,1,1,5.6,1,0.6,1
85,camel,1.6,org.apache.camel.util.FactoryFinder,16,1,1,11,43,112,7,4,14,0.6,275,1.0,0,0.0,0.4875,0,0,16.0625,1,0.875,1
86,camel,1.6,org.apache.camel.management.JmxSystemPropertyKeys,1,1,0,0,2,0,0,0,0,2.0,12,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
87,camel,1.6,org.apache.camel.processor.aggregate.AggregationStrategy,1,1,0,16,1,0,15,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
88,camel,1.6,org.apache.camel.model.ResequencerType,26,3,0,14,61,235,4,11,23,0.7120000000000001,303,1.0,2,0.88,0.18803418800000002,1,3,10.46153846,4,1.1923,0
89,camel,1.6,org.apache.camel.model.language.JavaScriptExpression,3,2,0,1,5,3,0,1,3,2.0,12,0.0,0,0.956521739,0.666666667,1,2,3.0,1,0.3333,0
90,camel,1.6,org.apache.camel.component.xmpp.XmppPrivateChatProducer,6,3,0,16,31,7,2,16,3,0.7333333329999999,108,1.0,1,0.84,0.4,1,1,16.5,3,1.0,0
91,camel,1.6,org.apache.camel.model.MarshalType,10,4,0,7,17,13,1,6,10,0.5555555560000001,82,1.0,1,0.962365591,0.375,1,1,7.0,2,0.8,0
92,camel,1.6,org.apache.camel.spring.package-info,0,1,0,0,0,0,0,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
93,camel,1.6,org.apache.camel.component.ResourceBasedEndpoint,9,5,3,12,25,0,3,9,8,0.6875,202,1.0,0,0.833333333,0.296296296,0,0,20.77777778,4,1.1111,0
94,camel,1.6,org.apache.camel.impl.DefaultPollingEndpoint,5,3,4,11,11,10,4,7,1,2.0,33,0.0,0,0.9655172409999999,0.44,0,0,5.6,1,0.2,1
95,camel,1.6,org.apache.camel.converter.jaxb.JaxbDataFormat,18,1,0,3,27,97,0,3,17,0.774509804,165,1.0,0,0.0,0.17222222199999998,0,0,7.833333333,1,0.8333,0
96,camel,1.6,org.apache.camel.component.jcr.JcrProducer,6,3,0,7,34,15,1,7,2,2.0,138,0.0,0,0.807692308,0.41666666700000005,0,0,22.0,2,1.0,0
97,camel,1.6,org.apache.camel.converter.jaxb.StringHeader,6,2,0,2,9,9,1,1,6,0.2,41,1.0,0,0.5,0.5,0,0,5.666666667,2,0.8333,0
98,camel,1.6,org.apache.camel.component.cxf.interceptors.PayloadContentRedirectInterceptor,2,0,0,5,10,1,1,4,2,2.0,58,0.0,0,0.0,0.75,0,0,28.0,1,0.5,0
99,camel,1.6,org.apache.camel.bam.TimeExpression,10,1,2,9,18,9,4,7,10,0.666666667,86,1.0,3,0.0,0.28571428600000004,0,0,7.3,3,1.2,0
100,camel,1.6,org.apache.camel.component.log.LogComponent,3,3,0,12,17,3,0,12,1,2.0,67,0.0,0,0.9459459459999999,0.666666667,1,3,21.33333333,1,0.6667,0
101,camel,1.6,org.apache.camel.spring.spi.SpringInjector,6,1,0,4,10,0,1,3,6,0.6,46,1.0,0,0.0,0.333333333,0,0,6.166666667,1,0.8333,0
102,camel,1.6,org.apache.camel.model.dataformat.XMLBeansDataFormat,3,3,0,2,4,1,1,1,3,0.5,15,1.0,0,0.818181818,0.666666667,0,0,3.666666667,1,0.6667,0
103,camel,1.6,org.apache.camel.processor.aggregate.AggregationCollection,9,1,0,7,9,36,4,3,9,2.0,9,0.0,0,0.0,0.311111111,0,0,0.0,1,1.0,0
104,camel,1.6,org.apache.camel.component.jms.JmsConfiguration,120,1,0,38,200,6646,14,28,113,0.9733455879999999,1370,0.9375,2,0.0,0.081822203,0,0,9.883333333,33,1.5417,0
105,camel,1.6,org.apache.camel.component.file.FileMessage,11,3,0,4,15,35,1,4,10,0.2,62,1.0,0,0.795454545,0.590909091,2,5,4.545454545,1,0.8182,0
106,camel,1.6,org.apache.camel.component.timer.TimerEndpoint,20,2,0,8,30,144,2,8,20,0.879699248,148,1.0,0,0.585365854,0.20625,0,0,6.05,2,0.95,0
107,camel,1.6,org.apache.camel.scala.dsl.SThrottlerType,15,2,0,8,17,99,3,7,15,0.761904762,89,1.0,3,0.70212766,0.253333333,1,20,4.733333333,1,0.9333,0
108,camel,1.6,org.apache.camel.component.jpa.JpaComponent,5,3,0,6,9,8,1,6,4,0.75,36,1.0,0,0.897435897,0.4,1,1,6.0,1,0.8,0
109,camel,1.6,org.apache.camel.scala.dsl.ScalaExpression,4,1,0,6,7,4,1,5,4,0.333333333,22,1.0,0,0.0,0.5,0,0,4.25,1,0.75,0
110,camel,1.6,org.apache.camel.model.dataformat.ArtixDSContentType,4,2,0,3,7,4,2,1,2,0.962962963,111,0.111111111,9,0.857142857,0.444444444,1,1,24.5,1,0.5,0
111,camel,1.6,org.apache.camel.ExchangePattern,10,2,0,73,24,41,72,2,8,0.977777778,259,0.2,9,0.6,0.37037037,1,1,23.9,4,1.8,0
112,camel,1.6,org.apache.camel.component.cxf.CxfSoapEndpoint,29,1,0,18,57,314,3,17,27,0.920634921,201,1.0,2,0.0,0.144827586,0,0,5.620689655,2,0.9655,0
113,camel,1.6,org.apache.camel.component.cxf.spring.CxfEndpointBean,4,0,1,7,7,4,5,2,4,0.666666667,24,1.0,0,0.0,0.5,0,0,4.75,1,0.5,0
114,camel,1.6,org.apache.camel.impl.DefaultProducerTemplate,53,2,1,24,87,1296,9,19,44,0.684615385,614,1.0,3,0.215384615,0.240566038,1,1,10.49056604,9,1.2642,5
115,camel,1.6,org.apache.camel.processor.loadbalancer.LoadBalancerSupport,6,2,2,6,12,0,2,4,4,0.0,38,1.0,0,0.736842105,0.666666667,1,1,5.166666667,1,0.8333,0
116,camel,1.6,org.apache.camel.component.jmx.JMXComponent,5,3,0,4,10,8,1,4,4,0.5,36,1.0,0,0.921052632,0.36,1,2,6.0,1,0.6,0
117,camel,1.6,org.apache.camel.builder.BinaryPredicateSupport,9,1,7,11,17,24,7,4,5,0.375,125,1.0,2,0.0,0.444444444,0,0,12.66666667,2,1.0,0
118,camel,1.6,org.apache.camel.ExpectedBodyTypeException,3,5,0,4,10,0,1,3,3,0.5,34,1.0,1,0.894736842,0.5555555560000001,0,0,9.666666667000001,1,0.6667,1
119,camel,1.6,org.apache.camel.processor.aggregate.UseLatestAggregationStrategy,3,1,0,6,6,3,4,2,2,2.0,23,0.0,0,0.0,0.833333333,0,0,6.666666667,2,1.0,0
120,camel,1.6,org.apache.camel.component.mock.AssertionClause,11,1,2,10,28,49,4,8,9,0.6,118,1.0,0,0.0,0.25974026,0,0,9.636363636,2,1.0,0
121,camel,1.6,org.apache.camel.model.loadbalancer.TopicLoadBalanceStrategy,2,3,0,4,4,1,0,4,1,2.0,9,0.0,0,0.923076923,0.75,1,1,3.5,1,0.5,1
122,camel,1.6,org.apache.camel.processor.LoopProcessor,5,3,0,9,21,0,1,8,4,0.875,106,0.5,1,0.88,0.4375,0,0,19.4,1,0.6,1
123,camel,1.6,org.apache.camel.component.cxf.util.UriUtils,3,1,0,2,15,3,1,1,0,2.0,63,0.0,0,0.0,0.5,0,0,20.0,1,0.6667,0
124,camel,1.6,org.apache.camel.builder.xml.ResultHandler,2,1,0,9,2,1,8,1,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
125,camel,1.6,org.apache.camel.processor.Interceptor,7,3,0,8,13,0,3,5,5,0.166666667,41,1.0,1,0.814814815,0.47619047600000003,1,1,4.714285714,1,0.7143,2
126,camel,1.6,org.apache.camel.component.jhc.AsyncResponseHandler,1,1,0,7,1,0,5,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
127,camel,1.6,org.apache.camel.scala.dsl.DSL,20,1,0,16,20,190,3,14,20,2.0,20,0.0,0,0.0,0.225,0,0,0.0,1,1.0,0
128,camel,1.6,org.apache.camel.component.cxf.transport.spring.CamelDestinationDefinitionParser,1,1,0,2,3,0,1,1,1,2.0,7,0.0,0,1.0,1.0,0,0,6.0,0,0.0,0
129,camel,1.6,org.apache.camel.component.bean.ConstantBeanHolder,7,1,0,11,14,11,4,7,7,0.444444444,66,1.0,2,0.0,0.4,0,0,8.0,1,0.5714,0
130,camel,1.6,org.apache.camel.impl.DefaultProducer,8,2,27,32,16,0,27,5,6,0.28571428600000004,47,1.0,1,0.666666667,0.34375,1,1,4.75,1,0.875,0
131,camel,1.6,org.apache.camel.builder.ProcessorBuilder,12,1,0,20,24,66,7,13,11,2.0,74,0.0,0,0.0,0.333333333,0,0,5.166666667,1,0.9167,1
132,camel,1.6,org.apache.camel.component.restlet.RestletBinding,4,1,0,8,4,6,5,3,4,2.0,4,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
133,camel,1.6,org.apache.camel.impl.MessageSupport,16,1,1,8,31,112,2,6,12,0.8,150,1.0,2,0.0,0.26666666699999997,0,0,8.125,3,1.25,2
134,camel,1.6,org.apache.camel.component.file.strategy.FileExpressionRenamer,5,1,0,7,17,2,1,6,4,0.625,68,1.0,1,0.0,0.4375,0,0,12.2,5,1.4,0
135,camel,1.6,org.apache.camel.model.RouteType,27,3,0,32,60,245,19,16,24,0.835164835,345,1.0,1,0.8844221109999999,0.16923076899999998,1,6,11.51851852,3,1.0741,0
136,camel,1.6,org.apache.camel.component.jms.CamelMessageListener,10,1,0,11,18,21,0,11,9,0.5555555560000001,97,1.0,4,0.0,0.21111111100000002,0,0,8.3,1,0.9,0
137,camel,1.6,org.apache.camel.component.xmpp.XmppEndpoint,39,2,0,24,76,641,4,24,37,0.904135338,453,1.0,1,0.4,0.155263158,1,1,10.25641026,2,0.9744,0
138,camel,1.6,org.apache.camel.component.spring.integration.adapter.config.AbstractCamelContextBeanDefinitionParaser,7,0,2,11,31,21,2,9,1,1.166666667,163,1.0,0,0.0,0.6,0,0,22.14285714,5,2.4286,0
139,camel,1.6,org.apache.camel.processor.Logger,19,1,1,15,47,81,7,8,18,0.38888888899999996,474,1.0,2,0.0,0.31578947399999996,0,0,23.78947368,8,2.1053,1
140,camel,1.6,org.apache.camel.component.restlet.RestletEndpoint,16,2,0,14,33,102,4,13,16,0.966666667,144,1.0,1,0.615384615,0.1953125,0,0,7.375,1,0.9375,0
141,camel,1.6,org.apache.camel.component.jhc.JhcHeaderFilterStrategy,2,2,0,3,7,1,2,1,1,2.0,29,0.0,0,0.9411764709999999,1.0,0,0,13.5,1,0.5,0
142,camel,1.6,org.apache.camel.bam.ActivityLifecycle,4,2,0,5,7,4,4,1,2,0.8888888890000001,45,0.333333333,3,0.857142857,0.444444444,1,1,9.5,1,0.5,0
143,camel,1.6,org.apache.camel.component.cxf.util.Dummy,0,1,0,0,0,0,0,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
144,camel,1.6,org.apache.camel.component.cxf.transport.spring.AbstractCamelContextBeanDefinitionParser,4,0,2,10,20,6,2,8,1,1.333333333,85,1.0,0,0.0,0.5,0,0,20.0,5,2.0,0
145,camel,1.6,org.apache.camel.component.xmpp.XmppGroupChatProducer,8,3,0,15,36,0,1,15,5,0.642857143,135,1.0,1,0.7777777779999999,0.35714285700000004,1,1,15.375,2,0.875,0
146,camel,1.6,org.apache.camel.spring.util.SimpleRouteBuilder,18,3,0,4,35,111,0,4,16,0.81372549,200,1.0,0,0.76056338,0.311111111,1,2,9.777777777999999,5,1.2778,0
147,camel,1.6,org.apache.camel.component.jpa.Consumed,0,1,0,0,0,0,0,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
148,camel,1.6,org.apache.camel.component.jms.JmsExchange,21,2,0,14,25,198,8,7,16,0.8,119,1.0,1,0.6785714290000001,0.217687075,1,3,4.619047619,1,0.8571,0
149,camel,1.6,org.apache.camel.converter.jaxp.DomConverter,4,1,0,0,14,6,0,0,1,2.0,79,0.0,0,0.0,0.375,0,0,18.75,5,2.0,0
150,camel,1.6,org.apache.camel.component.stream.StreamComponent,2,3,0,4,4,1,0,4,1,2.0,11,0.0,0,0.9722222220000001,0.666666667,1,1,4.5,1,0.5,0
151,camel,1.6,org.apache.camel.processor.interceptor.TraceInterceptor,15,3,0,15,38,37,3,14,10,0.589285714,217,1.0,4,0.647058824,0.314285714,1,1,13.2,5,1.4,8
